,Reference,Module,Distance
0,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1043.c,0.00990543922851661
1,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1106.c,0.034355464860302054
2,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_126.c,0.009236950047375125
3,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1570.c,0.00998890234085792
4,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1636.c,0.06348355522725291
5,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1798.c,0.010129982912754132
6,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1865.c,0.06415169842939872
7,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_197.c,0.008328619623408473
8,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_534.c,0.01027215238015311
9,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_5933.c,0.011579234333988109
10,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_594.c,0.019123840499940092
11,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_5994.c,0.034388708947765245
12,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_8142.c,0.029463529695635482
13,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_10_validated_multithreading.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_8797.c,0.03348646497459218
14,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_1_secure_validator_SQL.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1043.c,0.0077008982389572544
15,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/reference/SCE_1_secure_validator_SQL.cpp,../../../../../../users/miros/documents/Code/cybersecurity_code_database/cs_input_validation/evaluation/line_1106.c,0.03166475431730431
